anio,numero_partido,fecha,fase,grupo,seleccion_local,goles_local,goles_visita,seleccion_visita
1938,1,04-Jun-1938,Octavos,,Suiza,1,1,Alemania
1938,2,05-Jun-1938,Octavos,,Francia,3,1,Belgica
1938,3,05-Jun-1938,Octavos,,Italia,2,1,Noruega
1938,4,05-Jun-1938,Octavos,,Brasil,6,5,Polonia
1938,5,05-Jun-1938,Octavos,,Hungria,6,0,Indias Orientales Holand.
1938,6,05-Jun-1938,Octavos,,Checoslovaquia,3,0,Paises Bajos
1938,7,05-Jun-1938,Octavos,,Cuba,3,3,Rumania
1938,8,09-Jun-1938,Octavos,,Suiza,4,2,Alemania
1938,9,09-Jun-1938,Octavos,,Cuba,2,1,Rumania
1938,10,12-Jun-1938,Cuartos,,Cuba,0,8,Suecia
1938,11,12-Jun-1938,Cuartos,,Italia,3,1,Francia
1938,12,12-Jun-1938,Cuartos,,Hungria,2,0,Suiza
1938,13,12-Jun-1938,Cuartos,,Brasil,1,1,Checoslovaquia
1938,14,14-Jun-1938,Cuartos,,Brasil,2,1,Checoslovaquia
1938,15,16-Jun-1938,Semis,,Hungria,5,1,Suecia
1938,16,16-Jun-1938,Semis,,Brasil,1,2,Italia
1938,17,19-Jun-1938,3er Puesto,,Brasil,4,2,Suecia
1938,18,19-Jun-1938,Final,,Italia,4,2,Hungria
